,age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,school_MS,sex_M,address_U,famsize_LE3,Pstatus_T,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_home,reason_other,reason_reputation,guardian_mother,guardian_other,schoolsup_yes,famsup_yes,paid_yes,activities_yes,nursery_yes,higher_yes,internet_yes,romantic_yes
389,0.9906350276210333,-1.607708827289857,-1.4342027522458163,0.8282364455613489,-0.056852860762953525,0.9048698548080624,-3.3289953492554876,-2.1776172854499998,-1.9337736964171697,-0.55443033476619,-1.0390887466831842,1.0514969079918188,-0.9286815448050668,-1.5361022460552736,-1.5071799723637556,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
198,0.20211948926272919,1.1735100929123046,1.351912430395647,0.8282364455613489,-1.2545531275025126,0.9048698548080624,0.06443216805010606,-1.1959809627649785,0.7502928690344802,0.55443033476619,0.5060973425021627,-1.0784583671710963,2.3292532024035775,2.2002028963703824,1.959502741225442,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
139,-1.374911587453879,1.1735100929123046,1.351912430395647,0.8282364455613489,-1.2545531275025126,-0.4567438314745458,0.06443216805010606,-0.21434464007995704,-1.0390848412666196,-0.55443033476619,-1.0390887466831842,1.0514969079918188,-0.9286815448050668,1.5774853726327729,1.4261669391347962,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
148,-0.586396049095575,1.1735100929123046,1.351912430395647,-0.6257786477574638,-1.2545531275025126,-0.4567438314745458,-1.0667103377184253,-0.21434464007995704,-1.0390848412666196,0.55443033476619,-1.0390887466831842,1.0514969079918188,-0.9286815448050668,-1.224743484186469,-1.2405120713184326,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
322,0.20211948926272919,-0.6806358538891365,-0.5054976913653286,-0.6257786477574638,1.1408474059766056,-0.4567438314745458,-1.0667103377184253,-0.21434464007995704,-1.0390848412666196,0.55443033476619,-0.2664957020905108,-0.36847327545012465,-0.3945938813282385,0.02069156328874965,0.09282743390818181,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
36,-1.374911587453879,1.1735100929123046,0.4232073695151592,-0.6257786477574638,1.1408474059766056,-0.4567438314745458,1.1955746738186372,0.7672916826050644,-0.14439598611606974,-0.55443033476619,-1.0390887466831842,0.3415118162708471,-0.5726231024871813,1.2661266107639684,1.4261669391347962,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
287,0.20211948926272919,-1.607708827289857,-1.4342027522458163,-0.6257786477574638,1.1408474059766056,-0.4567438314745458,0.06443216805010606,-0.21434464007995704,-0.14439598611606974,-0.55443033476619,-1.0390887466831842,-0.36847327545012465,0.13949378214858976,0.643409087026359,0.3594953349535047,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
152,-1.374911587453879,0.24643711951158404,0.4232073695151592,0.8282364455613489,1.1408474059766056,2.2664835410906705,0.06443216805010606,-1.1959809627649785,-1.9337736964171697,0.55443033476619,0.5060973425021627,-0.36847327545012465,0.4955522244664753,-0.290667198580055,-0.1738404671371411,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
349,0.9906350276210333,0.24643711951158404,-0.5054976913653286,0.8282364455613489,-1.2545531275025126,0.9048698548080624,-2.1978528434869564,1.7489280052900857,1.6449817241850302,3.8810123433633295,2.0512834316875095,1.0514969079918188,0.8516106667843608,0.02069156328874965,0.6261632359988276,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
382,0.20211948926272919,-0.6806358538891365,0.4232073695151592,0.8282364455613489,-0.056852860762953525,-0.4567438314745458,0.06443216805010606,0.7672916826050644,-0.14439598611606974,-0.55443033476619,-1.0390887466831842,-0.36847327545012465,-0.5726231024871813,0.02069156328874965,0.09282743390818181,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
59,-0.586396049095575,1.1735100929123046,-0.5054976913653286,-0.6257786477574638,-0.056852860762953525,-0.4567438314745458,0.06443216805010606,-1.1959809627649785,-0.14439598611606974,-0.55443033476619,-1.0390887466831842,1.0514969079918188,-0.5726231024871813,1.2661266107639684,1.4261669391347962,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
111,-0.586396049095575,0.24643711951158404,0.4232073695151592,-0.6257786477574638,1.1408474059766056,0.9048698548080624,0.06443216805010606,-2.1776172854499998,-1.0390848412666196,-0.55443033476619,-1.0390887466831842,-1.0784583671710963,-0.9286815448050668,-1.224743484186469,-0.1738404671371411,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
325,0.9906350276210333,1.1735100929123046,1.351912430395647,-0.6257786477574638,1.1408474059766056,-0.4567438314745458,0.06443216805010606,-0.21434464007995704,-0.14439598611606974,0.55443033476619,-0.2664957020905108,-0.36847327545012465,-0.3945938813282385,-0.6020259604488597,0.3594953349535047,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
249,-0.586396049095575,-2.5347818006905776,-0.5054976913653286,-0.6257786477574638,-1.2545531275025126,-0.4567438314745458,0.06443216805010606,-0.21434464007995704,-1.0390848412666196,0.55443033476619,1.278690387094836,1.0514969079918188,-0.9286815448050668,0.643409087026359,1.1594990380894734,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
6,-0.586396049095575,-0.6806358538891365,-0.5054976913653286,-0.6257786477574638,-0.056852860762953525,-0.4567438314745458,0.06443216805010606,0.7672916826050644,0.7502928690344802,-0.55443033476619,-1.0390887466831842,-0.36847327545012465,-0.9286815448050668,0.3320503251575543,0.3594953349535047,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
284,0.20211948926272919,-0.6806358538891365,-0.5054976913653286,-0.6257786477574638,-0.056852860762953525,-0.4567438314745458,1.1955746738186372,0.7672916826050644,1.6449817241850302,-0.55443033476619,-0.2664957020905108,1.0514969079918188,-0.21656466016929576,-0.290667198580055,-0.44050836818246397,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
271,0.9906350276210333,-0.6806358538891365,0.4232073695151592,-0.6257786477574638,2.3385476727161647,-0.4567438314745458,0.06443216805010606,1.7489280052900857,1.6449817241850302,-0.55443033476619,0.5060973425021627,-1.0784583671710963,-0.21656466016929576,1.2661266107639684,0.8928311370441505,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
150,0.9906350276210333,-1.607708827289857,-1.4342027522458163,-0.6257786477574638,-1.2545531275025126,3.6280972273732788,-2.1978528434869564,-0.21434464007995704,1.6449817241850302,0.55443033476619,2.0512834316875095,0.3415118162708471,-0.9286815448050668,-1.5361022460552736,-1.5071799723637556,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
10,-1.374911587453879,1.1735100929123046,1.351912430395647,-0.6257786477574638,-0.056852860762953525,-0.4567438314745458,-1.0667103377184253,-0.21434464007995704,-0.14439598611606974,-0.55443033476619,-0.2664957020905108,-1.0784583671710963,-0.9286815448050668,-0.290667198580055,-0.7071762692277869,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
192,0.20211948926272919,-1.607708827289857,-0.5054976913653286,0.8282364455613489,-0.056852860762953525,-0.4567438314745458,0.06443216805010606,0.7672916826050644,0.7502928690344802,2.7721516738309497,2.0512834316875095,1.0514969079918188,1.2076691091022465,-1.224743484186469,-0.7071762692277869,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
103,-1.374911587453879,0.24643711951158404,-0.5054976913653286,0.8282364455613489,-0.056852860762953525,-0.4567438314745458,0.06443216805010606,-0.21434464007995704,1.6449817241850302,-0.55443033476619,-1.0390887466831842,-1.0784583671710963,2.3292532024035775,-1.224743484186469,-1.2405120713184326,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
81,-1.374911587453879,-0.6806358538891365,0.4232073695151592,-0.6257786477574638,1.1408474059766056,-0.4567438314745458,1.1955746738186372,-0.21434464007995704,-1.0390848412666196,-0.55443033476619,-0.2664957020905108,1.0514969079918188,-0.21656466016929576,0.02069156328874965,-0.1738404671371411,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
290,0.9906350276210333,1.1735100929123046,-0.5054976913653286,-0.6257786477574638,-0.056852860762953525,-0.4567438314745458,0.06443216805010606,-0.21434464007995704,-1.0390848412666196,-0.55443033476619,1.278690387094836,1.0514969079918188,1.0296398879433035,0.3320503251575543,0.09282743390818181,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
366,0.9906350276210333,1.1735100929123046,1.351912430395647,0.8282364455613489,1.1408474059766056,-0.4567438314745458,0.06443216805010606,-1.1959809627649785,-1.0390848412666196,0.55443033476619,-0.2664957020905108,1.0514969079918188,-0.9286815448050668,0.643409087026359,0.6261632359988276,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
202,0.20211948926272919,-1.607708827289857,-1.4342027522458163,-0.6257786477574638,-0.056852860762953525,-0.4567438314745458,0.06443216805010606,0.7672916826050644,0.7502928690344802,-0.55443033476619,0.5060973425021627,-1.7884434588920681,-0.21656466016929576,-0.6020259604488597,-0.44050836818246397,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
345,0.9906350276210333,0.24643711951158404,-0.5054976913653286,-0.6257786477574638,1.1408474059766056,-0.4567438314745458,1.1955746738186372,0.7672916826050644,-0.14439598611606974,0.55443033476619,0.5060973425021627,-1.7884434588920681,0.3175230033075325,0.643409087026359,0.6261632359988276,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
163,0.20211948926272919,-1.607708827289857,0.4232073695151592,-0.6257786477574638,-1.2545531275025126,-0.4567438314745458,1.1955746738186372,-0.21434464007995704,-0.14439598611606974,-0.55443033476619,1.278690387094836,-1.0784583671710963,-0.5726231024871813,-0.290667198580055,-0.1738404671371411,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
297,0.9906350276210333,1.1735100929123046,0.4232073695151592,0.8282364455613489,-0.056852860762953525,-0.4567438314745458,0.06443216805010606,0.7672916826050644,1.6449817241850302,-0.55443033476619,-0.2664957020905108,-1.0784583671710963,0.8516106667843608,-0.290667198580055,-0.7071762692277869,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
89,-0.586396049095575,1.1735100929123046,1.351912430395647,-0.6257786477574638,-0.056852860762953525,-0.4567438314745458,0.06443216805010606,-2.1776172854499998,-0.14439598611606974,1.6632910042985698,2.0512834316875095,1.0514969079918188,2.2758444360559027,-0.9133847223176643,-1.2405120713184326,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
203,0.20211948926272919,-0.6806358538891365,-0.5054976913653286,-0.6257786477574638,-1.2545531275025126,-0.4567438314745458,1.1955746738186372,-0.21434464007995704,-1.0390848412666196,-0.55443033476619,-0.2664957020905108,-0.36847327545012465,2.2758444360559027,-1.224743484186469,-1.2405120713184326,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
147,-1.374911587453879,-1.607708827289857,-0.5054976913653286,-0.6257786477574638,-0.056852860762953525,-0.4567438314745458,0.06443216805010606,-0.21434464007995704,-1.0390848412666196,-0.55443033476619,-1.0390887466831842,1.0514969079918188,-0.5726231024871813,-0.290667198580055,0.09282743390818181,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
222,-0.586396049095575,-0.6806358538891365,0.4232073695151592,-0.6257786477574638,-0.056852860762953525,-0.4567438314745458,-2.1978528434869564,-0.21434464007995704,-1.9337736964171697,-0.55443033476619,-1.0390887466831842,-0.36847327545012465,-0.5726231024871813,1.5774853726327729,1.4261669391347962,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
92,-0.586396049095575,0.24643711951158404,-1.4342027522458163,-0.6257786477574638,-0.056852860762953525,-0.4567438314745458,-1.0667103377184253,-0.21434464007995704,-0.14439598611606974,0.55443033476619,0.5060973425021627,-1.0784583671710963,-0.21656466016929576,-1.224743484186469,-1.2405120713184326,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
69,-1.374911587453879,0.24643711951158404,-1.4342027522458163,0.8282364455613489,2.3385476727161647,-0.4567438314745458,0.06443216805010606,0.7672916826050644,-1.0390848412666196,0.55443033476619,0.5060973425021627,-0.36847327545012465,1.2076691091022465,1.5774853726327729,1.4261669391347962,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
123,-0.586396049095575,1.1735100929123046,1.351912430395647,-0.6257786477574638,-1.2545531275025126,-0.4567438314745458,-1.0667103377184253,0.7672916826050644,0.7502928690344802,-0.55443033476619,1.278690387094836,1.0514969079918188,2.2758444360559027,0.9547678488951636,0.09282743390818181,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
96,-0.586396049095575,1.1735100929123046,0.4232073695151592,0.8282364455613489,-1.2545531275025126,-0.4567438314745458,-1.0667103377184253,-0.21434464007995704,-0.14439598611606974,-0.55443033476619,-1.0390887466831842,0.3415118162708471,-0.5726231024871813,0.02069156328874965,1.1594990380894734,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
143,-0.586396049095575,-1.607708827289857,-1.4342027522458163,-0.6257786477574638,-1.2545531275025126,-0.4567438314745458,-1.0667103377184253,0.7672916826050644,0.7502928690344802,1.6632910042985698,0.5060973425021627,-1.7884434588920681,-0.5726231024871813,0.9547678488951636,0.8928311370441505,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
299,0.9906350276210333,1.1735100929123046,1.351912430395647,-0.6257786477574638,-1.2545531275025126,-0.4567438314745458,-3.3289953492554876,0.7672916826050644,-1.0390848412666196,0.55443033476619,-0.2664957020905108,-1.7884434588920681,-0.03853543901035301,1.5774853726327729,1.1594990380894734,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
97,-0.586396049095575,-0.6806358538891365,-1.4342027522458163,-0.6257786477574638,-0.056852860762953525,-0.4567438314745458,0.06443216805010606,-0.21434464007995704,1.6449817241850302,-0.55443033476619,-1.0390887466831842,1.0514969079918188,-0.5726231024871813,-0.9133847223176643,-0.44050836818246397,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
232,0.20211948926272919,1.1735100929123046,1.351912430395647,-0.6257786477574638,-0.056852860762953525,-0.4567438314745458,0.06443216805010606,1.7489280052900857,1.6449817241850302,-0.55443033476619,0.5060973425021627,-1.0784583671710963,1.5637275514201319,0.02069156328874965,-0.44050836818246397,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
68,-1.374911587453879,-0.6806358538891365,-0.5054976913653286,0.8282364455613489,-0.056852860762953525,-0.4567438314745458,0.06443216805010606,-2.1776172854499998,-0.14439598611606974,-0.55443033476619,0.5060973425021627,0.3415118162708471,-0.5726231024871813,-0.9133847223176643,-0.44050836818246397,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
23,-0.586396049095575,-0.6806358538891365,-0.5054976913653286,0.8282364455613489,-0.056852860762953525,-0.4567438314745458,1.1955746738186372,0.7672916826050644,0.7502928690344802,0.55443033476619,1.278690387094836,1.0514969079918188,-0.9286815448050668,0.643409087026359,0.6261632359988276,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
37,-0.586396049095575,1.1735100929123046,1.351912430395647,0.8282364455613489,1.1408474059766056,-0.4567438314745458,-2.1978528434869564,0.7672916826050644,-0.14439598611606974,-0.55443033476619,-1.0390887466831842,1.0514969079918188,0.3175230033075325,1.2661266107639684,1.4261669391347962,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
144,0.20211948926272919,-0.6806358538891365,-1.4342027522458163,-0.6257786477574638,-1.2545531275025126,3.6280972273732788,1.1955746738186372,0.7672916826050644,1.6449817241850302,-0.55443033476619,-0.2664957020905108,1.0514969079918188,-0.9286815448050668,-1.8474610079240783,-2.84051947759037,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
122,-0.586396049095575,-0.6806358538891365,1.351912430395647,0.8282364455613489,-0.056852860762953525,-0.4567438314745458,0.06443216805010606,-1.1959809627649785,-1.0390848412666196,-0.55443033476619,-0.2664957020905108,1.0514969079918188,-0.5726231024871813,0.643409087026359,0.6261632359988276,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
67,-0.586396049095575,0.24643711951158404,-1.4342027522458163,-0.6257786477574638,2.3385476727161647,-0.4567438314745458,0.06443216805010606,-0.21434464007995704,-0.14439598611606974,-0.55443033476619,-0.2664957020905108,1.0514969079918188,-0.21656466016929576,-1.224743484186469,-0.9738441702731098,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
180,-0.586396049095575,1.1735100929123046,0.4232073695151592,-0.6257786477574638,-0.056852860762953525,-0.4567438314745458,-1.0667103377184253,0.7672916826050644,-0.14439598611606974,0.55443033476619,0.5060973425021627,-0.36847327545012465,0.8516106667843608,-0.6020259604488597,-0.7071762692277869,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
208,-0.586396049095575,-1.607708827289857,-1.4342027522458163,0.8282364455613489,-1.2545531275025126,-0.4567438314745458,0.06443216805010606,-0.21434464007995704,-1.0390848412666196,-0.55443033476619,1.278690387094836,1.0514969079918188,0.13949378214858976,-0.6020259604488597,-0.44050836818246397,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
282,0.9906350276210333,-1.607708827289857,-1.4342027522458163,0.8282364455613489,2.3385476727161647,-0.4567438314745458,1.1955746738186372,-1.1959809627649785,-1.0390848412666196,-0.55443033476619,-1.0390887466831842,-0.36847327545012465,-0.7506523236461241,0.3320503251575543,0.3594953349535047,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
369,0.9906350276210333,1.1735100929123046,1.351912430395647,2.2822515388801614,-0.056852860762953525,-0.4567438314745458,-1.0667103377184253,-1.1959809627649785,-1.0390848412666196,2.7721516738309497,-0.2664957020905108,1.0514969079918188,0.8516106667843608,0.9547678488951636,0.3594953349535047,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
280,0.20211948926272919,1.1735100929123046,-1.4342027522458163,0.8282364455613489,-1.2545531275025126,-0.4567438314745458,0.06443216805010606,1.7489280052900857,0.7502928690344802,0.55443033476619,1.278690387094836,1.0514969079918188,2.3292532024035775,-0.9133847223176643,-0.7071762692277869,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
125,-1.374911587453879,0.24643711951158404,1.351912430395647,-0.6257786477574638,-1.2545531275025126,-0.4567438314745458,1.1955746738186372,1.7489280052900857,1.6449817241850302,1.6632910042985698,-0.2664957020905108,1.0514969079918188,-0.9286815448050668,0.643409087026359,0.6261632359988276,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
146,-1.374911587453879,0.24643711951158404,-0.5054976913653286,-0.6257786477574638,-0.056852860762953525,3.6280972273732788,-1.0667103377184253,-0.21434464007995704,-1.0390848412666196,-0.55443033476619,-1.0390887466831842,-0.36847327545012465,-0.9286815448050668,-1.5361022460552736,-0.9738441702731098,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
229,0.20211948926272919,-0.6806358538891365,-1.4342027522458163,0.8282364455613489,1.1408474059766056,-0.4567438314745458,-1.0667103377184253,-1.1959809627649785,-0.14439598611606974,-0.55443033476619,-0.2664957020905108,-0.36847327545012465,0.8516106667843608,0.3320503251575543,-0.1738404671371411,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
86,-0.586396049095575,-0.6806358538891365,-0.5054976913653286,-0.6257786477574638,-0.056852860762953525,-0.4567438314745458,0.06443216805010606,-0.21434464007995704,0.7502928690344802,-0.55443033476619,-0.2664957020905108,-1.0784583671710963,-0.21656466016929576,-0.9133847223176643,-0.9738441702731098,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
